neighbourhood,price,room_type,iqr_lower_bound,iqr_median_price,iqr_upper_bound
Vadhana,1983,Entire home/apt,350.0,1800.0,4300.0
Bang Khen,743,Private room,400.0,827.0,2550.0
Parthum Wan,1200,Private room,350.0,1800.0,4408.25
Ratchathewi,578,Private room,420.0,1378.0,3204.625
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Wang Thong Lang,1350,Private room,315.0,736.5,2992.0
Bang Sue,2700,Private room,346.0,1000.0,2311.25
Suanluang,4007,Entire home/apt,350.0,1000.0,2558.25
Huai Khwang,2630,Private room,350.0,1108.0,3605.0
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Phaya Thai,2700,Private room,399.0,1285.5,3459.125
Ratchathewi,670,Private room,420.0,1378.0,3204.625
Phra Nakhon,529,Private room,392.0,1250.0,3198.0
Huai Khwang,1500,Entire home/apt,443.0,1300.0,3000.0
Din Daeng,1111,Entire home/apt,363.0,1269.0,3201.0
Bang Sue,2700,Private room,346.0,1000.0,2311.25
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Khlong Toei,1800,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Phra Khanong,1890,Private room,350.0,1000.0,2845.0
Phra Khanong,1100,Private room,350.0,1000.0,2845.0
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Wang Thong Lang,1350,Private room,315.0,736.5,2992.0
Chatu Chak,2750,Private room,315.0,1100.0,2775.0
Suanluang,849,Private room,354.0,950.0,2169.0
Chatu Chak,2700,Private room,315.0,1100.0,2775.0
Chatu Chak,2600,Private room,315.0,1100.0,2775.0
Ratchathewi,503,Private room,420.0,1378.0,3204.625
Ratchathewi,868,Private room,420.0,1378.0,3204.625
Huai Khwang,4433,Entire home/apt,443.0,1300.0,3000.0
Parthum Wan,2039,Entire home/apt,510.0,2000.0,5325.75
Samphanthawong,1350,Shared room,350.0,600.0,2075.5
Vadhana,1500,Entire home/apt,350.0,1800.0,4300.0
Phaya Thai,2700,Private room,399.0,1285.5,3459.125
Ratchathewi,2500,Private room,420.0,1378.0,3204.625
Bang Phlat,2700,Private room,346.0,817.5,1850.0
Ratchathewi,502,Private room,420.0,1378.0,3204.625
Thon buri,746,Entire home/apt,348.0,1112.0,2203.0
Khlong Toei,2600,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,750,Private room,315.0,1100.0,2775.0
Din Daeng,600,Private room,363.0,950.0,2700.0
Samphanthawong,2670,Shared room,350.0,600.0,2075.5
Wang Thong Lang,600,Private room,315.0,736.5,2992.0
Vadhana,1600,Private room,350.0,1500.0,4015.0
Din Daeng,2700,Private room,363.0,950.0,2700.0
Khlong San,1207,Private room,350.0,1156.5,3300.0
Phra Nakhon,2630,Shared room,360.0,550.0,664.0
Bang Rak,2650,Private room,360.0,1500.0,4286.0
Bang Rak,2620,Private room,360.0,1500.0,4286.0
Sathon,1350,Shared room,318.0,490.0,1305.0
Huai Khwang,2645,Private room,350.0,1108.0,3605.0
Bueng Kum,2650,Private room,500.0,900.0,2168.75
Khlong San,2650,Private room,350.0,1156.5,3300.0
Huai Khwang,2635,Private room,350.0,1108.0,3605.0
Sathon,2650,Private room,353.0,1199.0,2602.5
Phra Khanong,2650,Private room,350.0,1000.0,2845.0
Din Daeng,2700,Private room,363.0,950.0,2700.0
Huai Khwang,957,Entire home/apt,443.0,1300.0,3000.0
Wang Thong Lang,1400,Private room,315.0,736.5,2992.0
Phra Khanong,2610,Private room,350.0,1000.0,2845.0
Huai Khwang,2736,Entire home/apt,443.0,1300.0,3000.0
Bang Khae,1000,Private room,350.0,895.0,2060.0
Suanluang,2635,Private room,354.0,950.0,2169.0
Lat Krabang,2669,Private room,346.0,849.0,2206.25
Khlong San,1350,Shared room,330.0,440.0,1701.25
Thon buri,2300,Private room,350.0,1001.0,3138.625
Don Mueang,1290,Entire home/apt,450.0,1200.0,4101.625
Vadhana,4500,Entire home/apt,350.0,1800.0,4300.0
Yan na wa,2600,Private room,418.0,1090.0,2357.0
Bangkok Yai,2700,Private room,350.0,999.0,3750.75
Bangkok Yai,2650,Private room,350.0,999.0,3750.75
Huai Khwang,759,Entire home/apt,443.0,1300.0,3000.0
Bang Sue,2700,Private room,346.0,1000.0,2311.25
Bang Sue,2700,Private room,346.0,1000.0,2311.25
Bang Khen,2700,Private room,400.0,827.0,2550.0
Phra Khanong,2700,Private room,350.0,1000.0,2845.0
Vadhana,2700,Private room,350.0,1500.0,4015.0
Bangkok Noi,4480,Private room,300.0,900.0,2301.375
Suanluang,2700,Private room,354.0,950.0,2169.0
Suanluang,2700,Private room,354.0,950.0,2169.0
Phra Khanong,2700,Private room,350.0,1000.0,2845.0
Phra Khanong,1400,Private room,350.0,1000.0,2845.0
Phra Khanong,2800,Private room,350.0,1000.0,2845.0
Khlong Toei,2700,Private room,360.0,1275.0,3650.0
Phra Khanong,2700,Private room,350.0,1000.0,2845.0
Phra Khanong,2750,Private room,350.0,1000.0,2845.0
Phra Nakhon,520,Hotel room,318.0,985.0,4786.375
Phra Nakhon,570,Hotel room,318.0,985.0,4786.375
Phra Khanong,1314,Entire home/apt,337.0,999.0,2585.0
Phra Nakhon,1648,Hotel room,318.0,985.0,4786.375
Wang Thong Lang,3980,Entire home/apt,450.0,800.0,3616.5
Suanluang,1664,Entire home/apt,350.0,1000.0,2558.25
Phra Nakhon,490,Hotel room,318.0,985.0,4786.375
Khlong Toei,1000,Private room,360.0,1275.0,3650.0
Bang Rak,3786,Hotel room,350.0,1599.0,3921.5
Yan na wa,1300,Shared room,715.0,1135.0,1656.25
Huai Khwang,1030,Entire home/apt,443.0,1300.0,3000.0
Sathon,2690,Private room,353.0,1199.0,2602.5
Huai Khwang,2300,Private room,350.0,1108.0,3605.0
Huai Khwang,2650,Private room,350.0,1108.0,3605.0
Vadhana,3151,Entire home/apt,350.0,1800.0,4300.0
Din Daeng,1000,Entire home/apt,363.0,1269.0,3201.0
Parthum Wan,2279,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,1700,Entire home/apt,500.0,1608.0,4112.5
Din Daeng,1340,Shared room,329.0,390.0,733.125
Huai Khwang,2350,Private room,350.0,1108.0,3605.0
Chatu Chak,2660,Private room,315.0,1100.0,2775.0
Suanluang,2660,Private room,354.0,950.0,2169.0
Khlong Toei,2300,Private room,360.0,1275.0,3650.0
Huai Khwang,2655,Private room,350.0,1108.0,3605.0
Vadhana,1339,Entire home/apt,350.0,1800.0,4300.0
Parthum Wan,900,Entire home/apt,510.0,2000.0,5325.75
Bang Khen,2640,Private room,400.0,827.0,2550.0
Bang Rak,1351,Entire home/apt,598.0,1874.0,6097.5
Taling Chan,1100,Shared room,450.0,775.0,1425.0
Bang Rak,3181,Entire home/apt,598.0,1874.0,6097.5
Bang Rak,1340,Private room,360.0,1500.0,4286.0
Vadhana,5500,Hotel room,365.0,1600.0,5273.375
Bang Na,1702,Private room,330.0,1037.0,2550.0
Phasi Charoen,800,Entire home/apt,346.0,1000.0,2279.0
Khlong Toei,3221,Private room,360.0,1275.0,3650.0
Vadhana,4786,Entire home/apt,350.0,1800.0,4300.0
Bang Sue,1489,Private room,346.0,1000.0,2311.25
Bang Rak,1300,Private room,360.0,1500.0,4286.0
Bang Rak,1500,Private room,360.0,1500.0,4286.0
Bang Rak,450,Shared room,295.0,400.0,818.75
Bang Rak,450,Shared room,295.0,400.0,818.75
Don Mueang,570,Private room,346.0,800.0,1581.25
Huai Khwang,1108,Private room,350.0,1108.0,3605.0
Yan na wa,922,Entire home/apt,400.0,1500.0,3942.625
Phasi Charoen,900,Private room,278.0,839.0,1993.125
Phra Nakhon,574,Private room,392.0,1250.0,3198.0
Phra Nakhon,650,Private room,392.0,1250.0,3198.0
Phra Nakhon,1400,Private room,392.0,1250.0,3198.0
Bang Na,989,Entire home/apt,350.0,950.0,2189.75
Thon buri,900,Private room,350.0,1001.0,3138.625
Rat Burana,1000,Entire home/apt,525.0,1019.5,2773.125
Yan na wa,2000,Private room,418.0,1090.0,2357.0
Huai Khwang,525,Entire home/apt,443.0,1300.0,3000.0
Parthum Wan,1103,Entire home/apt,510.0,2000.0,5325.75
Parthum Wan,2200,Private room,350.0,1800.0,4408.25
Vadhana,913,Entire home/apt,350.0,1800.0,4300.0
Vadhana,5500,Hotel room,365.0,1600.0,5273.375
Yan na wa,990,Private room,418.0,1090.0,2357.0
Lak Si,750,Entire home/apt,360.0,900.0,2341.25
Vadhana,1000,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,1558,Entire home/apt,443.0,1300.0,3000.0
Vadhana,1114,Entire home/apt,350.0,1800.0,4300.0
Bang Phlat,950,Private room,346.0,817.5,1850.0
Vadhana,1521,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1390,Entire home/apt,332.0,1600.0,3447.5
Bang Khen,1000,Private room,400.0,827.0,2550.0
Din Daeng,658,Entire home/apt,363.0,1269.0,3201.0
Phra Nakhon,650,Private room,392.0,1250.0,3198.0
Khlong Toei,1500,Entire home/apt,332.0,1600.0,3447.5
Don Mueang,1090,Private room,346.0,800.0,1581.25
Phaya Thai,2736,Entire home/apt,374.0,1471.5,3298.625
Bueng Kum,983,Entire home/apt,350.0,1080.0,3875.0
Khlong San,600,Private room,350.0,1156.5,3300.0
Khlong Toei,1200,Private room,360.0,1275.0,3650.0
Bang Kho laen,1500,Entire home/apt,499.0,1039.0,3215.0
Vadhana,6283,Entire home/apt,350.0,1800.0,4300.0
Bang Rak,3500,Entire home/apt,598.0,1874.0,6097.5
Bang Sue,1044,Shared room,500.0,519.0,1189.5
Min Buri,850,Private room,350.0,850.0,1640.75
Huai Khwang,1030,Private room,350.0,1108.0,3605.0
Min Buri,1697,Private room,350.0,850.0,1640.75
Vadhana,3414,Entire home/apt,350.0,1800.0,4300.0
Bang Na,1000,Entire home/apt,350.0,950.0,2189.75
Phra Nakhon,1400,Private room,392.0,1250.0,3198.0
Chatu Chak,800,Entire home/apt,350.0,1039.0,2856.25
Bang Na,760,Entire home/apt,350.0,950.0,2189.75
Lak Si,500,Private room,350.0,800.0,1737.5
Ratchathewi,1144,Entire home/apt,500.0,1608.0,4112.5
Vadhana,5200,Hotel room,365.0,1600.0,5273.375
Khlong Toei,3900,Entire home/apt,332.0,1600.0,3447.5
Phra Khanong,1000,Private room,350.0,1000.0,2845.0
Wang Thong Lang,665,Entire home/apt,450.0,800.0,3616.5
Phaya Thai,1700,Private room,399.0,1285.5,3459.125
Huai Khwang,3629,Entire home/apt,443.0,1300.0,3000.0
Din Daeng,1347,Entire home/apt,363.0,1269.0,3201.0
Phra Nakhon,614,Private room,392.0,1250.0,3198.0
Vadhana,7286,Entire home/apt,350.0,1800.0,4300.0
Thon buri,833,Entire home/apt,348.0,1112.0,2203.0
Vadhana,1461,Entire home/apt,350.0,1800.0,4300.0
Lat Krabang,850,Entire home/apt,650.0,1219.0,3470.25
Phaya Thai,5265,Hotel room,550.0,850.0,1350.0
Bang Khae,450,Private room,350.0,895.0,2060.0
Phra Nakhon,914,Private room,392.0,1250.0,3198.0
Huai Khwang,5571,Entire home/apt,443.0,1300.0,3000.0
Vadhana,2700,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,3429,Entire home/apt,443.0,1300.0,3000.0
Vadhana,3500,Private room,350.0,1500.0,4015.0
Vadhana,780,Entire home/apt,350.0,1800.0,4300.0
Bang Na,900,Private room,330.0,1037.0,2550.0
Vadhana,2070,Entire home/apt,350.0,1800.0,4300.0
Saphan Sung,5000,Private room,350.0,750.0,1468.5
Wang Thong Lang,2250,Private room,315.0,736.5,2992.0
Sai Mai,3428,Entire home/apt,350.0,2000.0,6747.0
Khlong Toei,2329,Hotel room,350.0,1771.0,3977.5
Khlong Toei,1252,Entire home/apt,332.0,1600.0,3447.5
Bang Phlat,1658,Entire home/apt,400.0,884.0,2913.25
Khlong Toei,2329,Hotel room,350.0,1771.0,3977.5
Huai Khwang,480,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1450,Private room,350.0,1108.0,3605.0
Vadhana,899,Private room,350.0,1500.0,4015.0
Phra Khanong,3000,Private room,350.0,1000.0,2845.0
Suanluang,700,Entire home/apt,350.0,1000.0,2558.25
Huai Khwang,1150,Private room,350.0,1108.0,3605.0
Pra Wet,1500,Private room,334.0,899.5,2756.25
Khlong Toei,5500,Entire home/apt,332.0,1600.0,3447.5
Bang Sue,700,Private room,346.0,1000.0,2311.25
Bang Rak,2000,Entire home/apt,598.0,1874.0,6097.5
Bang Kho laen,866,Entire home/apt,499.0,1039.0,3215.0
Chatu Chak,400,Entire home/apt,350.0,1039.0,2856.25
Vadhana,1305,Entire home/apt,350.0,1800.0,4300.0
Bang Na,800,Private room,330.0,1037.0,2550.0
Bang Rak,2222,Hotel room,350.0,1599.0,3921.5
Bang Rak,2222,Hotel room,350.0,1599.0,3921.5
Khlong San,850,Entire home/apt,450.0,1305.0,2978.875
Din Daeng,1558,Entire home/apt,363.0,1269.0,3201.0
Bang Rak,2500,Private room,360.0,1500.0,4286.0
Phaya Thai,1214,Private room,399.0,1285.5,3459.125
Din Daeng,519,Private room,363.0,950.0,2700.0
Lak Si,1000,Entire home/apt,360.0,900.0,2341.25
Khlong Toei,2857,Entire home/apt,332.0,1600.0,3447.5
Thon buri,650,Entire home/apt,348.0,1112.0,2203.0
Parthum Wan,2580,Entire home/apt,510.0,2000.0,5325.75
Din Daeng,1500,Entire home/apt,363.0,1269.0,3201.0
Chatu Chak,800,Entire home/apt,350.0,1039.0,2856.25
Rat Burana,990,Entire home/apt,525.0,1019.5,2773.125
Vadhana,4786,Entire home/apt,350.0,1800.0,4300.0
Vadhana,1500,Entire home/apt,350.0,1800.0,4300.0
Vadhana,1200,Entire home/apt,350.0,1800.0,4300.0
Sathon,730,Private room,353.0,1199.0,2602.5
Vadhana,2800,Private room,350.0,1500.0,4015.0
Bang Rak,1250,Private room,360.0,1500.0,4286.0
Huai Khwang,2300,Entire home/apt,443.0,1300.0,3000.0
Vadhana,2400,Entire home/apt,350.0,1800.0,4300.0
Don Mueang,450,Private room,346.0,800.0,1581.25
Vadhana,1100,Private room,350.0,1500.0,4015.0
Vadhana,1300,Entire home/apt,350.0,1800.0,4300.0
Bang Kho laen,3500,Private room,566.0,1250.0,3885.5
Bang Khen,1571,Private room,400.0,827.0,2550.0
Vadhana,3500,Entire home/apt,350.0,1800.0,4300.0
Sathon,2500,Entire home/apt,350.0,1350.0,3257.5
Vadhana,2000,Entire home/apt,350.0,1800.0,4300.0
Bang Rak,1365,Entire home/apt,598.0,1874.0,6097.5
Phra Nakhon,5014,Hotel room,318.0,985.0,4786.375
Chatu Chak,1138,Entire home/apt,350.0,1039.0,2856.25
Chatu Chak,1229,Private room,315.0,1100.0,2775.0
Bang Kho laen,1300,Private room,566.0,1250.0,3885.5
Vadhana,1371,Entire home/apt,350.0,1800.0,4300.0
Vadhana,1114,Entire home/apt,350.0,1800.0,4300.0
Don Mueang,800,Shared room,350.0,384.0,753.75
Khlong Toei,750,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,3809,Entire home/apt,443.0,1300.0,3000.0
Sai Mai,700,Entire home/apt,350.0,2000.0,6747.0
Khlong Toei,800,Private room,360.0,1275.0,3650.0
Thon buri,350,Private room,350.0,1001.0,3138.625
Khlong Toei,1100,Private room,360.0,1275.0,3650.0
Thon buri,350,Private room,350.0,1001.0,3138.625
Chatu Chak,2200,Entire home/apt,350.0,1039.0,2856.25
Vadhana,1500,Entire home/apt,350.0,1800.0,4300.0
Vadhana,5000,Private room,350.0,1500.0,4015.0
Huai Khwang,1500,Private room,350.0,1108.0,3605.0
Phra Nakhon,3500,Hotel room,318.0,985.0,4786.375
Bang Na,629,Entire home/apt,350.0,950.0,2189.75
Bang Kapi,599,Entire home/apt,346.0,860.0,2487.5
Phra Nakhon,900,Private room,392.0,1250.0,3198.0
Chatu Chak,1500,Private room,315.0,1100.0,2775.0
Bang Sue,346,Private room,346.0,1000.0,2311.25
Huai Khwang,970,Entire home/apt,443.0,1300.0,3000.0
Bang Na,750,Entire home/apt,350.0,950.0,2189.75
Vadhana,6715,Entire home/apt,350.0,1800.0,4300.0
Vadhana,2186,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,700,Entire home/apt,443.0,1300.0,3000.0
Vadhana,2429,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,1399,Entire home/apt,443.0,1300.0,3000.0
Thon buri,360,Private room,350.0,1001.0,3138.625
Huai Khwang,429,Private room,350.0,1108.0,3605.0
Huai Khwang,381,Private room,350.0,1108.0,3605.0
Phra Khanong,1090,Entire home/apt,337.0,999.0,2585.0
Lat Phrao,1000,Private room,350.0,900.0,2019.0
Phra Khanong,771,Entire home/apt,337.0,999.0,2585.0
Bang Rak,1500,Private room,360.0,1500.0,4286.0
Huai Khwang,970,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,970,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1714,Entire home/apt,332.0,1600.0,3447.5
Phasi Charoen,2000,Entire home/apt,346.0,1000.0,2279.0
Khlong Toei,1800,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,2500,Hotel room,350.0,1771.0,3977.5
Vadhana,2650,Private room,350.0,1500.0,4015.0
Bang Na,1250,Entire home/apt,350.0,950.0,2189.75
Bang Na,1250,Entire home/apt,350.0,950.0,2189.75
Chatu Chak,4000,Entire home/apt,350.0,1039.0,2856.25
Din Daeng,707,Private room,363.0,950.0,2700.0
Bang Khae,500,Private room,350.0,895.0,2060.0
Phaya Thai,890,Private room,399.0,1285.5,3459.125
Bang Na,500,Entire home/apt,350.0,950.0,2189.75
Lat Krabang,1500,Private room,346.0,849.0,2206.25
Bang Na,699,Private room,330.0,1037.0,2550.0
Khlong Toei,1608,Entire home/apt,332.0,1600.0,3447.5
Phra Khanong,880,Private room,350.0,1000.0,2845.0
Vadhana,350,Shared room,350.0,565.0,1575.0
Chatu Chak,1098,Entire home/apt,350.0,1039.0,2856.25
Vadhana,1490,Private room,350.0,1500.0,4015.0
Huai Khwang,479,Private room,350.0,1108.0,3605.0
Khlong Toei,571,Private room,360.0,1275.0,3650.0
Huai Khwang,1299,Entire home/apt,443.0,1300.0,3000.0
Khlong San,1200,Private room,350.0,1156.5,3300.0
Huai Khwang,1299,Entire home/apt,443.0,1300.0,3000.0
Chatu Chak,1129,Entire home/apt,350.0,1039.0,2856.25
Parthum Wan,1380,Entire home/apt,510.0,2000.0,5325.75
Lat Phrao,5000,Entire home/apt,365.0,1200.0,6544.875
Phaya Thai,615,Private room,399.0,1285.5,3459.125
Phasi Charoen,1255,Private room,278.0,839.0,1993.125
Din Daeng,700,Private room,363.0,950.0,2700.0
Phra Khanong,600,Private room,350.0,1000.0,2845.0
Vadhana,559,Private room,350.0,1500.0,4015.0
Huai Khwang,1400,Private room,350.0,1108.0,3605.0
Thon buri,1600,Private room,350.0,1001.0,3138.625
Thon buri,2000,Private room,350.0,1001.0,3138.625
Vadhana,2419,Entire home/apt,350.0,1800.0,4300.0
Bang Na,1350,Private room,330.0,1037.0,2550.0
Chatu Chak,2000,Entire home/apt,350.0,1039.0,2856.25
Vadhana,2000,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,957,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,7100,Entire home/apt,443.0,1300.0,3000.0
Bang Sue,450,Private room,346.0,1000.0,2311.25
Phra Khanong,939,Entire home/apt,337.0,999.0,2585.0
Thon buri,650,Entire home/apt,348.0,1112.0,2203.0
Don Mueang,623,Shared room,350.0,384.0,753.75
Huai Khwang,1486,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1314,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,4500,Entire home/apt,443.0,1300.0,3000.0
Vadhana,1199,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,850,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,3394,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1608,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,5739,Private room,350.0,1108.0,3605.0
Bang Khun thain,1290,Private room,450.0,999.5,2221.125
Huai Khwang,650,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1514,Entire home/apt,443.0,1300.0,3000.0
Khlong San,999,Entire home/apt,450.0,1305.0,2978.875
Vadhana,990,Private room,350.0,1500.0,4015.0
Bang Na,1200,Entire home/apt,350.0,950.0,2189.75
Khlong Toei,1277,Private room,360.0,1275.0,3650.0
Vadhana,5000,Private room,350.0,1500.0,4015.0
Bang Kho laen,1039,Entire home/apt,499.0,1039.0,3215.0
Chatu Chak,1440,Private room,315.0,1100.0,2775.0
Bang Sue,485,Private room,346.0,1000.0,2311.25
Ratchathewi,2000,Entire home/apt,500.0,1608.0,4112.5
Vadhana,1386,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,2000,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1990,Private room,420.0,1378.0,3204.625
Ratchathewi,1521,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,350,Private room,350.0,1108.0,3605.0
Bang Khae,2531,Private room,350.0,895.0,2060.0
Bang Na,1400,Entire home/apt,350.0,950.0,2189.75
Chatu Chak,1600,Entire home/apt,350.0,1039.0,2856.25
Bang Rak,1333,Entire home/apt,598.0,1874.0,6097.5
Khlong San,1260,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,1363,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1219,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1707,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,2261,Private room,360.0,1275.0,3650.0
Suanluang,1000,Private room,354.0,950.0,2169.0
Huai Khwang,1466,Private room,350.0,1108.0,3605.0
Sathon,1000,Entire home/apt,350.0,1350.0,3257.5
Ratchathewi,1280,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,447,Entire home/apt,443.0,1300.0,3000.0
Don Mueang,899,Entire home/apt,450.0,1200.0,4101.625
Ratchathewi,1543,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1171,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,876,Entire home/apt,332.0,1600.0,3447.5
Don Mueang,530,Private room,346.0,800.0,1581.25
Ratchathewi,1181,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1171,Entire home/apt,500.0,1608.0,4112.5
Vadhana,1400,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,1564,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1214,Entire home/apt,500.0,1608.0,4112.5
Phra Khanong,980,Entire home/apt,337.0,999.0,2585.0
Ratchathewi,1339,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1196,Private room,420.0,1378.0,3204.625
Ratchathewi,1271,Entire home/apt,500.0,1608.0,4112.5
Dusit,1484,Private room,346.0,1300.0,2518.75
Vadhana,2106,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,2043,Entire home/apt,500.0,1608.0,4112.5
Phasi Charoen,519,Private room,278.0,839.0,1993.125
Vadhana,1285,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,2019,Private room,350.0,1108.0,3605.0
Khlong Toei,3900,Entire home/apt,332.0,1600.0,3447.5
Vadhana,1600,Private room,350.0,1500.0,4015.0
Bangkok Noi,780,Private room,300.0,900.0,2301.375
Ratchathewi,1479,Entire home/apt,500.0,1608.0,4112.5
Pra Wet,350,Private room,334.0,899.5,2756.25
Pra Wet,1000,Private room,334.0,899.5,2756.25
Bang Kho laen,990,Entire home/apt,499.0,1039.0,3215.0
Khlong Toei,1771,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,2100,Entire home/apt,443.0,1300.0,3000.0
Bang Kapi,600,Entire home/apt,346.0,860.0,2487.5
Phaya Thai,1592,Entire home/apt,374.0,1471.5,3298.625
Khlong San,450,Private room,350.0,1156.5,3300.0
Vadhana,4400,Entire home/apt,350.0,1800.0,4300.0
Khlong San,1500,Entire home/apt,450.0,1305.0,2978.875
Huai Khwang,2736,Entire home/apt,443.0,1300.0,3000.0
Sathon,2500,Private room,353.0,1199.0,2602.5
Bang Rak,1600,Private room,360.0,1500.0,4286.0
Huai Khwang,3290,Entire home/apt,443.0,1300.0,3000.0
Thon buri,2250,Private room,350.0,1001.0,3138.625
Khan Na Yao,3000,Entire home/apt,356.0,850.0,2939.25
Bang Na,1650,Private room,330.0,1037.0,2550.0
Bang Rak,900,Private room,360.0,1500.0,4286.0
Bang Rak,1100,Private room,360.0,1500.0,4286.0
Ratchathewi,1786,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,1603,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1650,Entire home/apt,500.0,1608.0,4112.5
Suanluang,3350,Private room,354.0,950.0,2169.0
Phasi Charoen,490,Entire home/apt,346.0,1000.0,2279.0
Huai Khwang,2000,Private room,350.0,1108.0,3605.0
Huai Khwang,2000,Private room,350.0,1108.0,3605.0
Din Daeng,2000,Private room,363.0,950.0,2700.0
Din Daeng,2000,Private room,363.0,950.0,2700.0
Thon buri,480,Entire home/apt,348.0,1112.0,2203.0
Huai Khwang,1271,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1800,Hotel room,350.0,1771.0,3977.5
Din Daeng,2000,Private room,363.0,950.0,2700.0
Huai Khwang,2000,Private room,350.0,1108.0,3605.0
Huai Khwang,3000,Private room,350.0,1108.0,3605.0
Bang Rak,1090,Private room,360.0,1500.0,4286.0
Khlong Toei,1000,Private room,360.0,1275.0,3650.0
Vadhana,1359,Entire home/apt,350.0,1800.0,4300.0
Bang Kho laen,1571,Entire home/apt,499.0,1039.0,3215.0
Bangkok Noi,560,Entire home/apt,350.0,825.0,2361.25
Huai Khwang,5739,Private room,350.0,1108.0,3605.0
Khlong Toei,1090,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,5929,Entire home/apt,443.0,1300.0,3000.0
Ratchathewi,1150,Private room,420.0,1378.0,3204.625
Bang Sue,900,Entire home/apt,386.0,840.0,1721.75
